product_name,variant_name,variant_price,variant_sku,variant_stock,parent,Favourite,Product Description,Short Description,Information,Variant Header 1,Variant Header 2,Variant Header 3,Variant Header 4,discount code,GroupName,Sort,Image,category_name,sub_category_name,child_level_1,child_level_2,child_level_3,child_level_4,child_level_5
,M22X1.5 MDH Female X 1/2 45° Hose Tail,122.95,14FDHORX45-8G,2,G-FDHORX45,,,,,M22X1.5,2-Jan,27.1,53.9,,14,14 - 08,,,,,,,,
,M24X1.5 MDH Female X 1/2 45° Hose Tail,41.49,16FDHORX45-8G,9,G-FDHORX45,,,,,M24X1.5,2-Jan,21.6,48.4,,14,16 - 08,,,,,,,,
,M30X2.0 MDH Female X 5/8 45 Hose Tail,86.33,20FDHORX45-10G,4,G-FDHORX45,,,,,M30X2.0,8-May,24.9,55.8,,14,20 - 10,,,,,,,,
,M36X2.0 MDH Female X 3/4 45° Hose Tail,POA,25FDHORX45-12G,0,G-FDHORX45,,,,,M36X2.0,4-Mar,31.2,67.6,,0,25 - 12,,,,,,,,
,M42X1.5 MDH Female X 3/8 45° Hose Tail,POA,30FDHORX45-16G,0,G-FDHORX45,,,,,M42X1.5,1,,,,0,30 - 16,,,,,,,,
,M16X1.5 MDH Female X 1/4 45° Hose Tail,34.06,8FDHORX45-4G,18,G-FDHORX45,,,,,M16X1.5,4-Jan,16.2,36.5,,14,4-Aug,,,,,,,,
G-FDHORX90,,,,,,,,Female DIN 24° Cone Swivel - Heavy Series with O-Ring - 90° Bent Tube,,MDH F,Hose ID,Drop Length mm,Cut Off Factor mm,,,10550,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312527_1709547634_1709546678_G-FDHORX90.jpg,Hydraulic , Fittings , Gates , G - MegaCrimp One Piece Tail , Metric MegaCrimp Tails,,
,M18X1.5 MDH Female X 1/4 90° Hose Tail,31.5,10FDHORX90-4G,44,G-FDHORX90,,,,,M18X1.5,4-Jan,36.5,31.5,,14,4-Oct,,,,,,,,
,M18X1.5 MDH Female X 3/8 90° Hose Tail,POA,10FDHORX90-6G,0,G-FDHORX90,,,,,M18X1.5,8-Mar,36.5,32.2,,0,6-Oct,,,,,,,,
,M20X1.5 MDH Female X 3/8 90° Hose Tail,30.49,12FDHORX90-6G,22,G-FDHORX90,,,,,M20X1.5,8-Mar,37,32.2,,14,6-Dec,,,,,,,,
,M22X1.5 MDH Female X 3/8 90° Hose Tail,36.8,14FDHORX90-6G,12,G-FDHORX90,,,,,M22X1.5,8-Mar,40,32.4,,14,14 - 06,,,,,,,,
,M22X1.5 MDH Female X 1/2 90° Hose Tail,POA,14FDHORX90-8G,0,G-FDHORX90,,,,,M22X1.5,2-Jan,51,41.6,,0,14 - 08,,,,,,,,
,M24X1.5 MDH Female X 1/2 90° Hose Tail,41.83,16FDHORX90-8G,10,G-FDHORX90,,,,,M24X1.5,2-Jan,44,40.3,,14,16 - 08,,,,,,,,
,M30X2.0 MDH Female X 5/8 90 Hose Tail,POA,20FDHORX90-10G,0,G-FDHORX90,,,,,M30X2.0,8-May,51,46.8,,0,20 - 10,,,,,,,,
,M30X2.0 MDH Female X 3/4 90° Hose Tail,102.43,20FDHORX90-12G,14,G-FDHORX90,,,,,M30X2.0,4-Mar,51,49.3,,14,20 - 12,,,,,,,,
,M36X2.0 MDH Female X 5/8 90 Hose Tail,POA,25FDHORX90-10G,0,G-FDHORX90,,,,,M36X2.0,8-May,64,46.8,,0,25 - 10,,,,,,,,
,M36X2.0 MDH Female X 3/4 90° Hose Tail,117.38,25FDHORX90-12G,20,G-FDHORX90,,,,,M36X2.0,4-Mar,64,56.3,,14,25 - 12,,,,,,,,
,M36X2.0 MDH Female X 1 90° Hose Tail,163.53,25FDHORX90-16G,10,G-FDHORX90,,,,,M36X2.0,1,76,81,,14,25 - 16,,,,,,,,
,M30X2.0 MDH Female X 1 90° Hose Tail,231.92,30FDHORX90-16G,20,G-FDHORX90,,,,,M30X2.0,1,76,74.3,,14,30 - 16,,,,,,,,
,M52X2.0 MDH Female X 1 1/4 90° Hose Tail,POA,38FDHORX90-20G,0,G-FDHORX90,,,,,M52X2.0,1 1/4,87.1,92.5,,0,38 - 20,,,,,,,,
,M16X1.5 MDH Female X 1/4 90° Hose Tail,32.73,8FDHORX90-4G,14,G-FDHORX90,,,,,M16X1.5,4-Jan,35,34,,14,4-Aug,,,,,,,,
G-FDLORX,,,,,,,,Female DIN 24° Cone Swivel - Light Series with O-Ring,,MDL F,Hose ID,,Cut Off Factor mm,,,10490,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312525_1709547630_1709546679_G-FDLORX.jpg,Hydraulic , Fittings , Gates , G - MegaCrimp One Piece Tail , Metric MegaCrimp Tails,,
,M16X1.5 MDL Female X 1/4 Straight Hose Tail,18.21,10FDLORX-4G,10,G-FDLORX,,,,,M16X1.5,4-Jan,,29.3,,14,4-Oct,,,,,,,,
,M16X1.5 MDL Female X 3/8 Straight Hose Tail,21.62,10FDLORX-6G,17,G-FDLORX,,,,,M16X1.5,8-Mar,,57.1,,14,6-Oct,,,,,,,,
,M18X1.5 MDL Female X 1/4 Straight Hose Tail,18.98,12FDLORX-4G,31,G-FDLORX,,,,,M18X1.5,4-Jan,,29.7,,14,4-Dec,,,,,,,,
,M18X1.5 MDL Female X 5/16 Straight Hose Tail,25.59,12FDLORX-5G,2,G-FDLORX,,,,,M18X1.5,16-May,,30,,14,5-Dec,,,,,,,,
,M18X1.5 MDL Female X 3/8 Straight Hose Tail,19.1,12FDLORX-6G,44,G-FDLORX,,,,,M18X1.5,8-Mar,,27.7,,14,6-Dec,,,,,,,,
,M18X1.5 MDL Female X 1/2 Straight Hose Tail,34.65,12FDLORX-8G,15,G-FDLORX,,,,,M18X1.5,2-Jan,,32.4,,14,8-Dec,,,,,,,,
,M20X1.5 MDL Female X 3/8 Straight Hose Tail,26.28,14FDLORX-6G,30,G-FDLORX,,,,,M20X1.5,8-Mar,,30.1,,14,14 - 06,,,,,,,,
,M22X1.5 MDL Female X 3/8 Straight Hose Tail,25.09,15FDLORX-6G,19,G-FDLORX,,,,,M22X1.5,8-Mar,,26.1,,14,15 - 06,,,,,,,,
,M22X1.5 MDL Female X 1/2 Straight Hose Tail,26.31,15FDLORX-8G,23,G-FDLORX,,,,,M22X1.5,2-Jan,,29.5,,14,15 - 08,,,,,,,,
,M26X1.5 MDL Female X 5/8 Straight Hose Tail,37.31,18FDLORX-10G,10,G-FDLORX,,,,,M26X1.5,8-May,,29.5,,14,18 - 10,,,,,,,,
,M26X1.5 MDL Female X 3/4 Straight Hose Tail,62.44,18FDLORX-12G,10,G-FDLORX,,,,,M26X1.5,4-Mar,,30.5,,14,18 - 12,,,,,,,,
,M26X1.5 MDL Female X 1/2 Straight Hose Tail,38.59,18FDLORX-8G,10,G-FDLORX,,,,,M26X1.5,2-Jan,,27.5,,14,18 - 08,,,,,,,,
,M30X2.0 MDL Female X 3/4 Straight Hose Tail,53.82,22FDLORX-12G,20,G-FDLORX,,,,,M30X2.0,4-Mar,,32.5,,14,22 - 12,,,,,,,,
,M36X2.0 MDL Female X 1 Straight Hose Tail,84.28,28FDLORX-16G,9,G-FDLORX,,,,,M36X2.0,1,,36.7,,14,28 - 16,,,,,,,,
,M45X2.0 MDL Female X 1 1/4 Straight Hose Tail,180.87,35FDLORX-20G,7,G-FDLORX,,,,,M45X2.0,1 1/4,,44.1,,14,35 - 20,,,,,,,,
,M52X2.0 MDL Female X 1 1/4 Straight Hose Tail,499.35,42FDLORX-20G,10,G-FDLORX,,,,,M52X2.0,1 1/4,,49,,14,42 - 20,,,,,,,,
,M12X1.5 MDL Female X 1/4 Straight Hose Tail,23.71,6FDLORX-4G,15,G-FDLORX,,,,,M12X1.5,4-Jan,,28.8,,14,4-Jun,,,,,,,,
,M14X1.5 MDL Female X 1/4 Straight Hose Tail,16.48,8FDLORX-4G,20,G-FDLORX,,,,,M14X1.5,4-Jan,,29.7,,14,4-Aug,,,,,,,,
G-FDLORX45,,,,,,,,Female DIN 24° Cone Swivel - Light Series with O-Ring - 45° Bent Tube,,MDL F,Hose ID,Drop Length mm,Cut Off Factor mm,,,10500,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312526_1709547631_1709546680_G-FDLORX45.jpg,Hydraulic , Fittings , Gates , G - MegaCrimp One Piece Tail , Metric MegaCrimp Tails,,
,M16X1.5 MDL Female X 1/4 45° Hose Tail,POA,10FDLORX45-4G,0,G-FDLORX45,,,,,M16X1.5,4-Jan,17.9,38.3,,0,4-Oct,,,,,,,,
,M16X1.5 MDL Female X 3/8 45° Hose Tail,33.58,10FDLORX45-6G,9,G-FDLORX45,,,,,M16X1.5,8-Mar,18.6,40.5,,14,6-Oct,,,,,,,,
,M18X1.5 MDL Female X 1/4 45° Hose Tail,25.95,12FDLORX45-4G,13,G-FDLORX45,,,,,M18X1.5,4-Jan,18.3,41.2,,14,4-Dec,,,,,,,,
,M18X1.5 MDL Female X 3/8 45° Hose Tail,26.99,12FDLORX45-6G,20,G-FDLORX45,,,,,M18X1.5,8-Mar,18.9,40.9,,14,6-Dec,,,,,,,,
,M22X1.5 MDL Female X 3/8 45° Hose Tail,POA,15FDLORX45-6G,0,G-FDLORX45,,,,,M22X1.5,8-Mar,22.5,22.5,,0,15 - 06,,,,,,,,
,M22X1.5 MDL Female X 1/2 45° Hose Tail,36.98,15FDLORX45-8G,13,G-FDLORX45,,,,,M22X1.5,2-Jan,20.2,47,,14,15 - 08,,,,,,,,
,M26X1.5 MDL Female X 5/8 45 Hose Tail,53.67,18FDLORX45-10G,6,G-FDLORX45,,,,,M26X1.5,8-May,24.8,56.2,,14,18 - 10,,,,,,,,
,M26X1.5 MDL Female X 1/2 45° Hose Tail,POA,18FDLORX45-8G,0,G-FDLORX45,,,,,M26X1.5,2-Jan,26.9,57.2,,0,18 - 08,,,,,,,,
,M30X2.0 MDL Female X 3/4 45° Hose Tail,87.56,22FDLORX45-12G,17,G-FDLORX45,,,,,M30X2.0,4-Mar,29.8,66.1,,14,22 - 12,,,,,,,,
,M36X2.0 MDL Female X 1 45° Hose Tail,193.36,28FDLORX45-16G,10,G-FDLORX45,,,,,M36X2.0,1,30.9,78.8,,14,28 - 16,,,,,,,,
,M45X2.0 MDL Female X 1 1/4 45° Hose Tail,353.52,35FDLORX45-20G,11,G-FDLORX45,,,,,M45X2.0,1 1/4,37.5,93.4,,14,35 - 20,,,,,,,,
,M12X1.5 MDL Female X 1/4 45° Hose Tail,36.17,6FDLORX45-4G,18,G-FDLORX45,,,,,M12X1.5,4-Jan,16.9,39.7,,14,4-Jun,,,,,,,,
,M14X1.5 MDL Female X 1/4 45° Hose Tail,28,8FDLORX45-4G,20,G-FDLORX45,,,,,M14X1.5,4-Jan,16.2,36.5,,14,4-Aug,,,,,,,,
G-FDLORX90,,,,,,,,Female DIN 24° Cone Swivel - Light Series with O-Ring - 90° Bent Tube,,MDL F,Hose ID,Drop Length mm,Cut Off Factor mm,,,10510,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312526_1709547632_1709546680_G-FDLORX90.jpg,Hydraulic , Fittings , Gates , G - MegaCrimp One Piece Tail , Metric MegaCrimp Tails,,
,M16X1.5 MDL Female X 1/4 90° Hose Tail,26.72,10FDLORX90-4G,18,G-FDLORX90,,,,,M16X1.5,4-Jan,36.5,31.5,,14,4-Oct,,,,,,,,
,M16X1.5 MDL Female X 3/8 90° Hose Tail,30.68,10FDLORX90-6G,28,G-FDLORX90,,,,,M16X1.5,8-Mar,36.5,32.3,,14,6-Oct,,,,,,,,
,M18X1.5 MDL Female X 1/4 90° Hose Tail,27.56,12FDLORX90-4G,10,G-FDLORX90,,,,,M18X1.5,4-Jan,,34,,14,4-Dec,,,,,,,,
,M18X1.5 MDL Female X 3/8 90° Hose Tail,29.18,12FDLORX90-6G,30,G-FDLORX90,,,,,M18X1.5,8-Mar,37,32.2,,14,6-Dec,,,,,,,,
,M22X1.5 MDL Female X 3/8 90° Hose Tail,37.69,15FDLORX90-6G,10,G-FDLORX90,,,,,M22X1.5,8-Mar,42,32.2,,14,15 - 06,,,,,,,,
,M22X1.5 MDL Female X 1/2 90° Hose Tail,37.98,15FDLORX90-8G,13,G-FDLORX90,,,,,M22X1.5,2-Jan,42,40.3,,14,15 - 08,,,,,,,,
,M26X1.5 MDL Female X 5/8 90 Hose Tail,53.64,18FDLORX90-10G,8,G-FDLORX90,,,,,M26X1.5,8-May,51.5,47.8,,14,18 - 10,,,,,,,,
,M26X1.5 MDL Female X 3/4 90° Hose Tail,189.5,18FDLORX90-12G,11,G-FDLORX90,,,,,M26X1.5,4-Mar,51.5,49.3,,14,18 - 12,,,,,,,,
,M26X1.5 MDL Female X 1/2 90° Hose Tail,116.86,18FDLORX90-8G,8,G-FDLORX90,,,,,M26X1.5,2-Jan,41.6,43.9,,14,18 - 08,,,,,,,,
,M30X2.0 MDL Female X 3/4 90° Hose Tail,94.59,22FDLORX90-12G,14,G-FDLORX90,,,,,M30X2.0,4-Mar,62,56.3,,14,22 - 12,,,,,,,,
,M36X2.0 MDL Female X 1 90° Hose Tail,130.36,28FDLORX90-16G,20,G-FDLORX90,,,,,M36X2.0,1,70,74.3,,14,28 - 16,,,,,,,,
,M45X2.0 MDL Female X 1 1/4 90° Hose Tail,259.99,35FDLORX90-20G,6,G-FDLORX90,,,,,M45X2.0,1 1/4,80,82.8,,14,35 - 20,,,,,,,,
,M12X1.5 MDL Female X 1/4 90° Hose Tail,30.27,6FDLORX90-4G,40,G-FDLORX90,,,,,M12X1.5,4-Jan,35,31.5,,14,4-Jun,,,,,,,,
,M14X1.5 MDL Female X 1/4 90° Hose Tail,27.86,8FDLORX90-4G,17,G-FDLORX90,,,,,M14X1.5,4-Jan,35,34,,14,4-Aug,,,,,,,,
G-FFORX,,,,,,,,Female Flat-Face O-Ring Swivel,,ORFS F,Hose ID,,Cut Off Factor mm,,,10660,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312529_1709547636_1709546681_G-FFORX.jpg,Hydraulic , Fittings , Gates , G - MegaCrimp One Piece Tail , ORFS MegaCrimp Tails,,
,1 ORFS Female X 5/8 Straight Hose Tail,40.37,10FFORX-10G,1,G-FFORX,,,,,1–14,8-May,,38.5,,14,10-Oct,,,,,,,,
,1 ORFS Female X 3/4 Straight Hose Tail,POA,10FFORX-12G,0,G-FFORX,,,,,1–14,4-Mar,,44.1,,0,12-Oct,,,,,,,,
,1 ORFS Female X 3/8 Straight Hose Tail,POA,10FFORX-6G,0,G-FFORX,,,,,1–14,8-Mar,,25.9,,0,6-Oct,,,,,,,,
,1 ORFS Female X 1/2 Straight Hose Tail,42.74,10FFORX-8G,20,G-FFORX,,,,,1–14,2-Jan,,34.8,,14,8-Oct,,,,,,,,
,1 3/16 ORFS Female X 5/8 Straight Hose Tail,72.81,12FFORX-10G,16,G-FFORX,,,,,1 3/16–12,8-May,,39.5,,14,10-Dec,,,,,,,,
,1 3/16 ORFS Female X 3/4 Straight Hose Tail,57.79,12FFORX-12G,1,G-FFORX,,,,,1 3/16–12,4-Mar,,41.8,,14,12-Dec,,,,,,,,
,1 3/16 ORFS Female X 1 Straight Hose Tail,POA,12FFORX-16G,0,G-FFORX,,,,,1 3/16–12,1,,85,,0,16-Dec,,,,,,,,
,1 3/16 ORFS Female X 1/2 Straight Hose Tail,43.42,12FFORX-8G,13,G-FFORX,,,,,1 3/16–12,2-Jan,,36.3,,14,8-Dec,,,,,,,,
,1 7/16 ORFS Female X 3/4 Straight Hose Tail,58.76,16FFORX-12G,8,G-FFORX,,,,,1 7/16–12,4-Mar,,37.3,,14,16 - 12,,,,,,,,
,1 7/16 ORFS Female X 1 Straight Hose Tail,99.15,16FFORX-16G,39,G-FFORX,,,,,1 7/16–12,1,,47.2,,14,16 - 16,,,,,,,,
,1 11/16 ORFS Female X 1 Straight Hose Tail,182.94,20FFORX-16G,10,G-FFORX,,,,,1 11/16–12,1,,46.2,,14,20 - 16,,,,,,,,
,1 11/16 ORFS Female X 1 1/4 Straight Hose Tail,194.9,20FFORX-20G,16,G-FFORX,,,,,1 11/16–12,1 1/4,,50,,14,20 - 20,,,,,,,,
,2 ORFS Female X 1 1/4 Straight Hose Tail,POA,24FFORX-20G,0,G-FFORX,,,,,2–12,1 1/4,,45,,0,24 - 20,,,,,,,,
,9/16 ORFS Female X 1/4 Straight Hose Tail,19.26,4FFORX-4G,59,G-FFORX,,,,,9/16–18,4-Jan,,26.7,,14,4-Apr,,,,,,,,
,9/16 ORFS Female X 3/8 Straight Hose Tail,43.42,4FFORX-6G,5,G-FFORX,,,,,9/16–18,8-Mar,,50.3,,14,6-Apr,,,,,,,,
,11/16 ORFS Female X 1/4 Straight Hose Tail,32.98,6FFORX-4G,5,G-FFORX,,,,,11/16–16,4-Jan,,25.1,,14,4-Jun,,,,,,,,
,11/16 ORFS Female X 3/8 Straight Hose Tail,17.36,6FFORX-6G,-10,G-FFORX,,,,,11/16–16,8-Mar,,28.9,,14,6-Jun,,,,,,,,
,11/16 ORFS Female X 1/2 Straight Hose Tail,55.3,6FFORX-8G,27,G-FFORX,,,,,11/16–16,2-Jan,,58.4,,14,8-Jun,,,,,,,,
,13/16 ORFS Female X 5/8 Straight Hose Tail,POA,8FFORX-10G,0,G-FFORX,,,,,13/16–16,8-May,,59.7,,0,10-Aug,,,,,,,,
,13/16 ORFS Female X 1/4 Straight Hose Tail,POA,8FFORX-4G,0,G-FFORX,,,,,13/16–16,4-Jan,,24.5,,0,4-Aug,,,,,,,,
,13/16 ORFS Female X 3/8 Straight Hose Tail,30.21,8FFORX-6G,22,G-FFORX,,,,,13/16–16,8-Mar,,28.6,,14,6-Aug,,,,,,,,
,13/16 ORFS Female X 1/2 Straight Hose Tail,32.69,8FFORX-8G,137,G-FFORX,,,,,13/16–16,2-Jan,,31.3,,14,8-Aug,,,,,,,,
G-FFORX45,,,,,,,,Female Flat-Face O-Ring Swivel - 45° Bent Tube,,ORFS F,Hose ID,Drop Length mm,Cut Off Factor mm,,,10670,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312529_1709547637_1709546682_G-FFORX45.jpg,Hydraulic , Fittings , Gates , G - MegaCrimp One Piece Tail , ORFS MegaCrimp Tails,,
,1 ORFS Female X 5/8 45 Hose Tail,52.61,10FFORX45S-10G,27,G-FFORX45,,,,,1–14,8-May,16,63,,14,10-Oct,,,,,,,,
,1 ORFS Female X 3/4 45 Hose Tail,152.12,10FFORX45S-12G,1,G-FFORX45,,,,,1–14,4-Mar,16,62,,14,12-Oct,,,,,,,,
,1 ORFS Female X 1/2 45° Hose Tail,45.72,10FFORX45S-8G,14,G-FFORX45,,,,,1–14,2-Jan,16,63.5,,14,8-Oct,,,,,,,,
,1 3/16 ORFS Female X 5/8 45 Hose Tail,68.95,12FFORX45S-10G,6,G-FFORX45,,,,,1 3/16–12,8-May,21,68.4,,14,10-Dec,,,,,,,,
,1 3/16 ORFS Female X 3/4 45 Hose Tail,58.16,12FFORX45S-12G,14,G-FFORX45,,,,,1 3/16–12,4-Mar,21,67.4,,14,12-Dec,,,,,,,,
,1 3/16 ORFS Female X 1 45° Hose Tail,POA,12FFORX45S-16G,0,G-FFORX45,,,,,1 3/16–12,1,21,75.7,,0,16-Dec,,,,,,,,
,1 3/16 ORFS Female X 1/2 45° Hose Tail,98.43,12FFORX45S-8G,8,G-FFORX45,,,,,1 3/16–12,2-Jan,21,72.8,,14,8-Dec,,,,,,,,
,1 7/16 ORFS Female X 3/4 45° Hose Tail,124.95,16FFORX45S-12G,7,G-FFORX45,,,,,1 7/16–12,4-Mar,24,71,,14,16 - 12,,,,,,,,
,1 7/16 ORFS Female X 1 45° Hose Tail,120.25,16FFORX45S-16G,14,G-FFORX45,,,,,1 7/16–12,1,24,90.1,,14,16 - 16,,,,,,,,
,1 11/16 ORFS Female X 1 1/4 45° Hose Tail,195.18,20FFORX45S-20G,4,G-FFORX45,,,,,1 11/16–12,1 1/4,25,99,,14,20 - 20,,,,,,,,
,9/16 ORFS Female X 1/4 45° Hose Tail,38.62,4FFORX45S-4G,6,G-FFORX45,,,,,9/16–18,4-Jan,10,39.2,,14,4-Apr,,,,,,,,
,9/16 ORFS Female X 3/8 45° Hose Tail,POA,4FFORX45S-6G,0,G-FFORX45,,,,,9/16–18,8-Mar,10,38.1,,0,6-Apr,,,,,,,,
,11/16 ORFS Female X 1/4 45° Hose Tail,31.52,6FFORX45S-4G,30,G-FFORX45,,,,,11/16–16,4-Jan,11,42.5,,14,4-Jun,,,,,,,,
,11/16 ORFS Female X 3/8 45° Hose Tail,29.93,6FFORX45S-6G,19,G-FFORX45,,,,,11/16–16,8-Mar,11,41.9,,14,6-Jun,,,,,,,,
,11/16 ORFS Female X 1/2 45° Hose Tail,108.92,6FFORX45S-8G,4,G-FFORX45,,,,,11/16–16,2-Jan,11,53.2,,14,8-Jun,,,,,,,,
,13/16 ORFS Female X 3/8 45° Hose Tail,39.99,8FFORX45S-6G,13,G-FFORX45,,,,,13/16–16,8-Mar,15,57.3,,14,6-Aug,,,,,,,,
,13/16 ORFS Female X 1/2 45° Hose Tail,36.98,8FFORX45S-8G,19,G-FFORX45,,,,,13/16–16,2-Jan,15,51.6,,14,8-Aug,,,,,,,,
G-FFORX90,,,,,,,,Female Flat-Face O-Ring Swivel - 90° Bent Tube,,ORFS F,Hose ID,Drop Length mm,Cut Off Factor mm,,,10680,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312529_1709547638_1709546682_G-FFORX90.jpg,Hydraulic , Fittings , Gates , G - MegaCrimp One Piece Tail , ORFS MegaCrimp Tails,,
,1 ORFS Female X 5/8 90 Hose Tail,55.9,10FFORX90L-10G,1,G-FFORX90,,,,,1–14,8-May,70,52.7,,14,10/10/2003,,,,,,,,
,1 ORFS Female X 1/2 90° Hose Tail,POA,10FFORX90L-8G,0,G-FFORX90,,,,,1–14,2-Jan,70,53.1,,0,10/8/2003,,,,,,,,
,1 ORFS Female X 5/8 90 Hose Tail,52.4,10FFORX90M-10G,25,G-FFORX90,,,,,1–14,8-May,47,55.3,,14,10/10/2002,,,,,,,,
,1 ORFS Female X 1/2 90° Hose Tail,48.94,10FFORX90M-8G,9,G-FFORX90,,,,,1–14,2-Jan,47,55.7,,14,10/8/2002,,,,,,,,
,1 ORFS Female X 5/8 90 Hose Tail,49.97,10FFORX90S-10G,10,G-FFORX90,,,,,1–14,8-May,32,55,,14,10/10/2001,,,,,,,,
,1 ORFS Female X 3/4 90 Hose Tail,POA,10FFORX90S-12G,0,G-FFORX90,,,,,1–14,4-Mar,32,53,,0,10/12/2001,,,,,,,,
,1 ORFS Female X 1/2 90° Hose Tail,45.23,10FFORX90S-8G,4,G-FFORX90,,,,,1–14,2-Jan,32,55.4,,14,10/8/2001,,,,,,,,
,1 3/16 ORFS Female X 3/4 90 Hose Tail,102.06,12FFORX90L-12G,7,G-FFORX90,,,,,1 3/16–12,4-Mar,96,67.2,,14,12/12/2003,,,,,,,,
,1 3/16 ORFS Female X 3/4 90 Hose Tail,61.6,12FFORX90M-12G,5,G-FFORX90,,,,,1 3/16–12,4-Mar,58,58,,14,12/12/2002,,,,,,,,
,1 3/16 ORFS Female X 5/8 90 Hose Tail,54.91,12FFORX90S-10G,9,G-FFORX90,,,,,1 3/16–12,8-May,48,58.8,,14,12/10/2001,,,,,,,,
,1 3/16 ORFS Female X 3/4 90 Hose Tail,64.81,12FFORX90S-12G,10,G-FFORX90,,,,,1 3/16–12,4-Mar,48,57.8,,14,12/12/2001,,,,,,,,
,1 3/16 ORFS Female X 1 90° Hose Tail,POA,12FFORX90S-16G,0,G-FFORX90,,,,,1 3/16–12,1,48,72.6,,0,12/16/2001,,,,,,,,
,1 3/16 ORFS Female X 1/2 90° Hose Tail,62.08,12FFORX90S-8G,10,G-FFORX90,,,,,1 3/16–12,2-Jan,48,65.4,,14,12/8/2001,,,,,,,,
,1 7/16 ORFS Female X 1 90° Hose Tail,140.54,16FFORX90L-16G,10,G-FFORX90,,,,,1 7/16–12,1,114,73.1,,14,16 - 16-03,,,,,,,,
,1 7/16 ORFS Female X 1 90° Hose Tail,140.18,16FFORX90M-16G,17,G-FFORX90,,,,,1 7/16–12,1,71,73.1,,14,16 - 16-02,,,,,,,,
,1 7/16 ORFS Female X 3/4 90° Hose Tail,126.98,16FFORX90S-12G,0,G-FFORX90,,,,,1 7/16–12,4-Mar,56,77.5,,14,16 - 12-01,,,,,,,,
,1 7/16 ORFS Female X 1 90° Hose Tail,128.67,16FFORX90S-16G,9,G-FFORX90,,,,,1 7/16–12,1,56,73.1,,14,16 - 16-01,,,,,,,,
,1 11/16 ORFS Female X 1 1/4 90° Hose Tail,208.4,20FFORX90L-20G,0,G-FFORX90,,,,,1 11/16–12,1 1/4,129,81,,14,20 - 20-03,,,,,,,,
,1 11/16 ORFS Female X 1 90° Hose Tail,POA,20FFORX90M-16G,0,G-FFORX90,,,,,1 11/16–12,1,78,99.2,,0,20 - 16-02,,,,,,,,
,11/16 ORFS Female X 1 1/4 90° Hose Tail,233.75,20FFORX90M-20G,6,G-FFORX90,,,,,11/16–12,1 1/4,78,81,,14,20 - 20-02,,,,,,,,
,1 11/16 ORFS Female X 1 90° Hose Tail,POA,20FFORX90S-16G,0,G-FFORX90,,,,,1 11/16–12,1,64,73.1,,0,20 - 16-01,,,,,,,,
,11/16 ORFS Female X 1 1/4 90° Hose Tail,POA,20FFORX90S-20G,0,G-FFORX90,,,,,11/16–12,1 1/4,64,91,,0,20 - 20-01,,,,,,,,
,9/16 ORFS Female X 1/4 90° Hose Tail,45.32,4FFORX90L-4G,10,G-FFORX90,,,,,9/16–18,4-Jan,46,30.2,,14,4/4/2003,,,,,,,,
,9/16 ORFS Female X 1/4 90° Hose Tail,50.24,4FFORX90M-4G,23,G-FFORX90,,,,,9/16–18,4-Jan,32,30.2,,14,4/4/2002,,,,,,,,
,9/16 ORFS Female X 1/4 90° Hose Tail,37.26,4FFORX90S-4G,30,G-FFORX90,,,,,9/16–18,4-Jan,21,34.2,,14,4/4/2001,,,,,,,,
,9/16 ORFS Female X 3/8 90° Hose Tail,POA,4FFORX90S-6G,0,G-FFORX90,,,,,9/16–18,8-Mar,21,33.6,,0,4/6/2001,,,,,,,,
,11/16 ORFS Female X 1/4 90° Hose Tail,32.38,6FFORX90L-4G,8,G-FFORX90,,,,,11/16–16,4-Jan,54,35.6,,14,6/4/2003,,,,,,,,
,11/16 ORFS Female X 3/8 90° Hose Tail,35.81,6FFORX90L-6G,10,G-FFORX90,,,,,11/16–16,8-Mar,54,41.4,,14,6/6/2003,,,,,,,,
,11/16 ORFS Female X 1/2 90° Hose Tail,POA,6FFORX90L-8G,0,G-FFORX90,,,,,11/16–16,2-Jan,54,42.8,,0,6/8/2003,,,,,,,,
,11/16 ORFS Female X 1/4 90° Hose Tail,36.91,6FFORX90M-4G,28,G-FFORX90,,,,,11/16–16,4-Jan,38,37.4,,14,6/4/2002,,,,,,,,
,11/16 ORFS Female X 3/8 90° Hose Tail,32.06,6FFORX90M-6G,18,G-FFORX90,,,,,11/16–16,8-Mar,38,35.7,,14,6/6/2002,,,,,,,,
,11/16 ORFS Female X 1/4 90° Hose Tail,31.47,6FFORX90S-4G,16,G-FFORX90,,,,,11/16–16,4-Jan,23,37.4,,14,6/4/2001,,,,,,,,
,11/16 ORFS Female X 3/8 90° Hose Tail,27.07,6FFORX90S-6G,0,G-FFORX90,,,,,11/16–16,8-Mar,23,44.6,,14,6/6/2001,,,,,,,,
,11/16 ORFS Female X 1/2 90° Hose Tail,77.55,6FFORX90S-8G,4,G-FFORX90,,,,,11/16–16,2-Jan,23,46,,14,6/8/2001,,,,,,,,
